67418	aerodynamics	physics
67519	aerodynamics	analysis
67352	aerodynamics	fluid dynamics
67634	aerodynamics	mathematics
67623	aerodynamics	engineering
51838	aerospace engineering	engineering
112838	african history	history
146563	air traffic control	dynamic systems
146518	air traffic control	communication
70699	algebra	quantum physics
70615	algebra	economic theory
70791	algebra	mathematics
70676	algebra	analysis
70789	algebra	computer science
95481	algebraic geometry	analysis
95380	algebraic geometry	physics
95596	algebraic geometry	mathematics
51396	algorithms	computer science
51387	algorithms	engineering
51398	algorithms	mathematics
51282	algorithms	information systems
51162	algorithms	statistical methodology
19046	american politics	political science
145206	analysis	mathematics
145204	analysis	computer science
145195	analysis	engineering
145143	analysis	genetics
145096	analysis	chemistry
85564	analytical chemistry	chemistry
85559	analytical chemistry	analysis
171468	ancient history	history
171771	ancient history	classics
164555	ancient philosophy	classics
164265	ancient philosophy	philosophy
28046	animal science	science
28062	animal science	philosophy
7335	anthropological linguistics	linguistics
19928	anthropology	science
19959	anthropology	social science
20221	anthropology	religion
20268	anthropology	engineering
20275	anthropology	humanities
2374	applied linguistics	linguistics
11248	applied mathematics	engineering
11043	applied mathematics	physics
10908	applied mathematics	science
11257	applied mathematics	computer science
11259	applied mathematics	mathematics
111674	aquatic ecology	oceanography
111758	aquatic ecology	ecology
111821	aquatic ecology	engineering
29399	archaeological	science
29402	archaeological	history
184443	artificial intelligence	mathematics
184448	artificial intelligence	neuroscience
184432	artificial intelligence	engineering
184441	artificial intelligence	computer science
184451	artificial intelligence	methodologies
103818	asian history	history
13603	astrodynamics	music
68771	astrophysics and astronomy	physics
7751	atmospheric sciences	science
7817	atmospheric sciences	environmental sciences
52259	behavioral ecology	communication
52242	behavioral ecology	religion
52226	behavioral ecology	ecology
14485	behavioral economics	economics
14691	behavioral economics	economic theory
14586	behavioral economics	psychology
14516	behavioral economics	science
74141	biochemical nutrition	nutrition
195718	biochemistry	mathematics
195723	biochemistry	neuroscience
195724	biochemistry	cell biology
113625	biological engineering	engineering
113586	biological engineering	plant science
127337	biological psychology	psychology
64933	biomaterials	neuroscience
64917	biomaterials	engineering
64818	biomaterials	chemistry
82957	biomechanical engineering	engineering
82811	biomechanical engineering	mechanical engineering
117206	biomechanics	zoology
117087	biomechanics	mechanical engineering
57146	biomedical	analysis
57250	biomedical	engineering
46221	biophysics	physics
46327	biophysics	chemistry
46416	biophysics	condensed matter physics
46434	biophysics	biochemistry
149665	biostatistics	epidemiology
76093	botany	chemistry
76145	botany	religion
76140	botany	genetics
76129	botany	ecology
75996	botany	geography
