word
action theory
acyclic graph
adjacency list
adjacency matrix
affinity graph
aggregation parfactor
airflow simulation
algorithm
alpha-beta search
approximation algorithm
argumentation tree
artificial intelligence
array
associative memory
average case analysis
basic action theory
bayesian game
bayesian network
beam search
belief propagation
bellman equation
benchmark data set
best-first search
binary classification
binary constraint
binary heap
binary relation
binary search
binary space partition
boolean formula
boolean function
boolean logic
boolean variable
boruvka's algorithm
bottom-up dynamic programming
bound search
bounded halting
boyer-moore algorithm
branch-and-bound search
breadth first search
breadth first search tree
bsp tree
bucket sort
cdcl solver
christofides' heuristic
classification accuracy
classification function
classification problem
closed form
cluster assignment matrix
cluster ensemble
cnf decomposition
coalitional game
combinatorial auction
comparison sorting
compilation complexity
component analysis
component graph
computational complexity
computational complexity theory
computer science
computer vision
conditional probability
conditional random field
consistency algorithm
consistency checker
consistency problem
constrained mutual subspace
constraint calculus
constraint network
constraint optimization
constraint propagation
constraint satisfaction
constraint satisfaction problem
convex hull
convex polygon
cook's theorem
cosine similarity
cost function
covariance function
covariance matrix
cq entailment
cross validation
cryptography
data matrix
data mining
data set
data structure
dcop algorithm
decision problem
decision tree
decomposition tree
dependency graph
depth first search
depth first search tree
depth-first search
derivation tree
description logic
description logics
deterministic finite automaton
deterministic selection
diagonal matrix
differential equation
dijkstra's algorithm
dimensionality reduction
directed acyclic graph
directed graph
discriminant analysis
discriminative model
distance function
distance metric learning
divide and conquer algorithm
domain knowledge
drill scheduling
dynamic programming
eigenvalue
em algorithm
entity tree
epistemic structure
equivalence class
equivalence relation
error rate
euclidean distance
euclidean space
evaluation function
event calculus
expected case analysis
expression pattern
face recognition
fcrfs model
feature extraction
feature selection
feature selection method
feature space
feature subscription
feature vector
fermat's last theorem
fibonacci heaps
fibonacci numbers
finite element method
finite state machine
first-order logic
flow network
free variable
functional e-majsat
game theory
game tree
gaussian kernel
gaussian process
gene expression pattern
generative model
golog program
gradient descent
graph algorithms
graph coloring
graph mining
graph representation
graphical model
greedy algorithm
halting problem
harmonic series
hash function
hash table
heap property
heap selection
heap sort
heapification
heuristic
heuristic search
hidden variable
hider-seeker game
horn clause
horn e-contraction
horn logic
horn shiq
htn model
htn planning
hybrid model
hybrid mst algorithm
image annotation
image retrieval
incidence list
incidence matrix
incremental algorithm
incremental search
inference method
inference rule
information extraction
information processing
information retrieval
integer factorization
interaction graph
iterative algorithm
iterative dynamic programming
jordan curve theorem
kernel function
kernel learning
kernel matrix
kernel method
kl divergence
knowledge base
knuth-morris-pratt algorithm
kruskal's algorithm
labeled data
language model
latent perceptron
latent variable
learning algorithm
linear equation
linear order
linear programming
local consistency
local search
logic program
logic programming
logistic regression
longest common subsequence
longest common substring
loss function
machine learning
machine translation
map variable
markov decision
markov model
markov network
matrix
matrix factorization
matrix multiplication
maximum likelihood
merge sort
mesh generation
minimum pursuer problem
minimum spanning tree
mixture model
mobile sensor
modal logic
modal operator
model checking
model parameter
monte-carlo search
multiset variable
naive method
nash equilibrium
natural language processing
neighborhood kernel
nested monte-carlo search
neural information processing 
non-empty set
non-euclidean geometry
non-metric distance
nondeterministic planning
nondeterministic polynomial time
normal distribution
np-completeness
o-notation
object oriented representation (of graphs)
object recognition
objective function
omega-notation
optimal solution
optimization problem
pagerank
parallel sat
parameterized random variable
pareto set
partial regression
patrol algorithm
pattern matching
pattern recognition
planning algorithm
planning problem
point-based algorithm
polynomial space
polynomial time
polynomial-time algorithm
posterior probability
prim's algorithm
principal component
probabilistic model
probabilistic planning
probabilistic transition
probability distribution
propagation algorithm
propositional logic
qbf solver
qualitative calculus
query mining
quick sort
random field
random graph
random variable
random walk
randomized algorithm
rating matrix
recommender system
recursive dynamic programming
reduction algorithm
regression model
regret minimization
regular expression
regularization parameter
reinforcement learning
representation language
reward function
robot motion planning
rsa encryption
sat solver
satisfiability problem
scheduling problem
search algorithm
search engine
search graph
search method
search node
search problem
search space
search tree
selection sorting
semantic space
semantic web
semi-supervised classification
semi-supervised feature selection
semi-supervised learning
sequential search
service composition
sift feature
single-source shortest path problem
singular value
situation calculus
sketch recognition
social network
soft global constraint
sorting algorithms
space-efficient dynamic programming
spanning tree
sparse covariance
sparse covariance function
spatial network
spatial reasoning
spectral kernel
stability of sorting algorithms
standard deviation
state diagram
stochastic game
string matching
strong connectivity algorithm
support vector
support vector machine
temporal logic
time complexity
time series data
top-down dynamic programming
topic model
training data
training set
transition function
traveling salesman problem
tree decomposition
tree search
turning radius
unary notation
undecidable problem
undirected graph
unequal divide and conquer
uniformly weighted heuristics
union-find problem
unlabeled data
unsatisfied clause
user interface
utility function
utility space
visual feature
web mining
web service
weighted heuristics mechanism
word sense disambiguation
worst case analysis
ability of agents
abstract algebra
abstract noun
abstract process-oriented specification
access collision
access function
access path
accidental cooccurrence
accuracy level
acoustic signal
acoustic-phonetic rule
acquisition of adaptation knowledge
acquisition of knowledge
acquisition tool
activation function
actor architecture
actor model of computation
acyclic circuit
acyclic cp-net
acyclic terminology
adaptive thresholding
addition of knowledge
adjoining grammar
agent-oriented system
algebra of features
algorithm generate
algorithm of adaptation
algorithm of figure
algorithm template
algorithmic compatibility
algorithmic detail
ambiguous sentence
analogical mapping
analogical reasoning
analysis of complex scenes
analysis of document corpora
analysis of gene expression
analysis of information processing systems
analysis of time
analysis of verbs
analytical expression
anaphor predicate
anaphora resolution
anaphoric antecedent
answer extractor
answer set
answer substitution
application domain
application of artificial intelligence
application of decision analysis
application of machine learning
approximate response
arithmetic operation
artificial agent
artificial intellect
association graph
associative relation
asynchronous conversation
atomic concept
attribute list
audio recorder
automated reasoner
automated reasoning
automatic programming
automatic recognition
automatic theorem
automation of reasoning
autonomous agent
autonomous driving
autonomous land vehicle
autonomous robot
auxiliary verb
average number
average runtime
axiom scheme of knowledge
axiomatic definition
bag of tokens
bag of words
base case
base relation
basis function
behaviour of agents
benchmark datasets
bidirected edge
bilingual dictionary
bilingual lexicon
bilingual parallel corpus
binary decision diagram
bit of information
boolean expression
case base
case-based reasoning
categorization task
causal diagram
causal graph
causal model
causal network
causal relation
chart parser
class label
class variable
clustering result
cognitive modelling
